"Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year","State"
"RICHLAND PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"COFFEE CITY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"TODD MISSION PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LOVING CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"LUFKIN ISD PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"PLEASANTON ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SEALY ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"BASTROP ISD PD",0,3,0,5,0,0,0,0,5,2022,"Texas"
"CENTRAL TEXAS COLLEGE PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"KILLEEN ISD PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"UNIV OF TX HSC - SAN ANTONIO PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"UNIV OF TX SAN ANTONIO PD",0,0,0,1,1,9,1,0,5,2022,"Texas"
"JUDSON ISD PD",0,1,0,1,1,12,0,1,5,2022,"Texas"
"SAN ANTONIO ISD PD",0,0,0,0,5,10,0,0,5,2022,"Texas"
"ST MARYS UNIV PD",0,0,0,0,0,3,0,0,5,2022,"Texas"
"NORTHSIDE ISD PD",0,2,0,0,0,0,0,0,5,2022,"Texas"
"TX A&M UNIV: SAN ANTONIO PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"ALVIN ISD PD",0,0,0,0,0,4,0,0,5,2022,"Texas"
"ANGLETON ISD PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"COLUMBIA-BRAZORIA ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BRAZOSPORT ISD PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"TX A&M UNIV COLLEGE STATION PD",0,0,0,0,3,21,0,1,5,2022,"Texas"
"SUL ROSS STATE UNIV PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CALHOUN CO ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"TSTC: HARLINGEN PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BROWNSVILLE ISD PD",0,0,0,0,0,8,0,0,5,2022,"Texas"
"SANTA ROSA ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BARBERS HILL ISD PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"ANNA ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"DALLAS CO SO",0,1,0,4,1,8,3,0,5,2022,"Texas"
"UNIV OF TX: SW MED SCHOOL PD",0,0,0,0,1,17,3,0,5,2022,"Texas"
"UNIV OF TX: DALLAS PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"BAYLOR HEALTH CARE SYSTEM PD",0,0,0,0,0,33,2,0,5,2022,"Texas"
"SOUTHERN METHODIST UNIV PD",0,0,0,0,0,8,1,0,5,2022,"Texas"
"LANCASTER ISD PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"DALLAS COLLEGE PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"DUNCANVILLE ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"TEXAS WOMANS UNIV PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"UNIV OF NORTH TEXAS PD",0,0,0,0,1,12,2,0,5,2022,"Texas"
"AUBREY ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ELM RIDGE PD",0,0,0,1,0,9,0,0,5,2022,"Texas"
"CISCO COLLEGE PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"UNIV OF TX PERMIAN BASIN PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ECTOR CO ISD PD",0,0,0,2,0,1,0,0,5,2022,"Texas"
"ODESSA COLLEGE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ECTOR CO HOSPITAL DISTRICT PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"UNIV OF TX: EL PASO PD",0,0,0,1,1,5,0,1,5,2022,"Texas"
"EL PASO COMM COLLEGE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"EL PASO ISD PD",0,1,0,1,2,3,0,0,5,2022,"Texas"
"SOCORRO ISD PD",0,1,0,2,1,3,0,0,5,2022,"Texas"
"TARLETON STATE UNIV PD",0,1,0,0,0,2,0,0,5,2022,"Texas"
"FORT BEND ISD PD",0,1,1,5,2,13,0,0,5,2022,"Texas"
"LAMAR CONSOLIDATED ISD PD",0,1,0,2,0,1,0,0,5,2022,"Texas"
"UNIV OF TX MEDICAL BRANCH PD",0,0,0,0,0,7,0,0,5,2022,"Texas"
"GALVESTON CO CONSTABLE PCT 4",0,0,0,0,0,1,0,0,5,2022,"Texas"
"SANTA FE ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"GONZALES ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WHITESBORO ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"UNIV OF TX HOUSTON  PD",0,0,0,0,0,25,0,0,5,2022,"Texas"
"UNIV OF HOUSTON PD",0,0,1,1,4,17,1,0,5,2022,"Texas"
"HOUSTON ISD PD",0,4,3,4,7,28,2,2,5,2022,"Texas"
"SAN JACINTO COLLEGE PD",0,0,0,0,0,4,0,0,5,2022,"Texas"
"RICE UNIV PD",0,0,0,0,0,8,2,0,5,2022,"Texas"
"UNIV OF HOUSTON CLEAR LAKE PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"HOUSTON COMM COLLEGE PD",0,0,0,0,0,5,0,0,5,2022,"Texas"
"HOUSTON METRO TRANSIT PD",0,0,0,0,0,6,0,0,5,2022,"Texas"
"LONE STAR COLLEGE PD",0,0,0,0,1,4,2,0,5,2022,"Texas"
"KLEIN ISD PD",0,2,0,1,0,14,0,1,5,2022,"Texas"
"ALIEF ISD PD",0,0,0,0,2,2,2,0,5,2022,"Texas"
"KATY ISD PD",0,0,0,9,2,27,0,0,5,2022,"Texas"
"SPRING BRANCH ISD PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"SPRING ISD PD",0,0,0,2,0,3,0,0,5,2022,"Texas"
"PASADENA ISD PD",0,0,0,1,0,7,0,0,5,2022,"Texas"
"ALDINE ISD PD",0,0,0,5,0,14,0,1,5,2022,"Texas"
"UNIV OF ST. THOMAS PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"HUMBLE ISD PD",0,0,1,0,0,3,0,0,5,2022,"Texas"
"HALLSVILLE ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"TX STATE UNIV SAN MARCOS PD",0,1,1,0,1,1,0,0,5,2022,"Texas"
"TRINITY VALLEY COMM. COLLEGE PD",0,1,0,0,1,0,0,0,5,2022,"Texas"
"BROWNSBORO ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MALAKOFF ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"HIDALGO CO CONSTABLE PCT 1",0,0,0,0,0,0,0,0,5,2022,"Texas"
"EDINBURG CISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MCALLEN ISD PD",0,0,0,1,0,10,0,0,5,2022,"Texas"
"UNIV OF TX RIO GRANDE VALLEY PD",0,0,0,0,0,3,0,0,5,2022,"Texas"
"TX A&M UNIV COMMERCE PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"LAMAR UNIV PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"VENUS ISD PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"KAUFMAN CO CONSTABLE PCT 2",0,0,1,5,6,9,3,0,5,2022,"Texas"
"TERRELL ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CENTER POINT ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"PARIS JR COLL PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"TEXAS TECH UNIV LUBBOCK PD",0,0,0,1,2,9,0,0,5,2022,"Texas"
"UNIVERSITY MEDICAL CENTER PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BAY CITY ISD PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"VAN VLECK ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MCLENNAN COMM COLLEGE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"TSTC WACO PD",0,0,0,0,0,10,0,0,5,2022,"Texas"
"MIDLAND ISD PD",0,1,0,2,1,0,0,0,5,2022,"Texas"
"MONTGOMERY CO CONSTABLE: PCT 1",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MONTGOMERY CO CONSTABLE: PCT 3",0,0,0,3,2,17,1,0,5,2022,"Texas"
"MONTGOMERY CO CONSTABLE PCT 5",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CONROE ISD PD",0,0,0,0,0,8,0,0,5,2022,"Texas"
"MONTGOMERY ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"DUMAS ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"PEWITT CISD PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"STEPHEN F. AUSTIN UNIV PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"NACOGDOCHES ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BLOOMING GROVE ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"AMARILLO INTL AIRPORT PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"TX A&M UNIV: WEST PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"PECOS BARSTOW TOYAH ISD PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"COLDSPRING-OAKHURST ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"TYLER JR COLLEGE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"UNIV OF TX HSC - TYLER PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"RIO GRANDE CITY ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ROMA ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"UNIV OF TX ARLINGTON PD",0,0,0,0,1,9,0,0,5,2022,"Texas"
"DALLAS-FORT WORTH INTERNATIONAL AIRPORT PD",0,0,1,5,1,63,17,0,5,2022,"Texas"
"TEXAS CHRISTIAN UNIV PD",0,0,0,0,0,6,0,0,5,2022,"Texas"
"TARRANT CO HOSPITAL DISTRICT PD",0,0,0,0,0,6,0,0,5,2022,"Texas"
"MANSFIELD ISD PD",0,0,0,0,0,3,0,0,5,2022,"Texas"
"CROWLEY ISD PD",0,0,0,0,0,2,0,1,5,2022,"Texas"
"HARDIN SIMMONS UNIV PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"ANGELO STATE UNIV PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"UNIV OF TX AUSTIN PD",0,0,0,0,1,31,2,0,5,2022,"Texas"
"AUSTIN ISD PD",0,2,0,1,2,14,2,0,5,2022,"Texas"
"AUSTIN COMMUNITY COLLEGE PD",0,0,0,0,0,5,0,0,5,2022,"Texas"
"PFLUGERVILLE ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"TRINITY ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SAM HOUSTON STATE UNIV PD",0,0,0,2,2,5,0,0,5,2022,"Texas"
"TX A&M UNIV PRAIRIE VIEW PD",0,0,0,0,1,3,0,0,5,2022,"Texas"
"ROYAL ISD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"TX A&M UNIV INTERNATIONAL PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"UNITED ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LAREDO ISD PD",0,0,0,2,0,0,0,0,5,2022,"Texas"
"MIDWESTERN UNIV PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WICHITA FALLS ISD PD",0,0,0,1,0,3,0,0,5,2022,"Texas"
"BURKBURNETT ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LYFORD CISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SOUTHWESTERN UNIV PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"HUTTO ISD PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"ROUND ROCK ISD PD",0,0,0,0,1,2,0,0,5,2022,"Texas"
"FLORESVILLE ISD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"HOUSTON PD",49,83,639,1445,1277,6173,1585,29,6,2022,"Texas"
"HARRIS CO SO",16,91,140,494,616,3056,576,16,6,2022,"Texas"
"SAN ANTONIO PD",71,146,149,821,842,4315,938,18,6,2022,"Texas"
"DALLAS PD",22,48,204,623,555,2514,1065,13,6,2022,"Texas"
"AUSTIN PD",5,59,96,387,364,2167,409,13,6,2022,"Texas"
"FORT WORTH PD",11,67,62,311,363,1763,298,10,6,2022,"Texas"
"EL PASO PD",3,45,23,141,84,621,124,9,6,2022,"Texas"
"FORT BEND CO SO",0,11,9,49,57,380,44,0,6,2022,"Texas"
"MONTGOMERY CO SO",2,16,11,77,73,306,44,0,6,2022,"Texas"
"BEXAR CO SO",1,6,6,62,95,350,61,3,6,2022,"Texas"
"ARLINGTON PD",0,31,26,153,83,612,118,1,6,2022,"Texas"
"PLANO PD",0,4,8,14,52,341,46,0,6,2022,"Texas"
"TRAVIS CO SO",1,11,9,59,60,198,31,2,6,2022,"Texas"
"LUBBOCK PD",1,27,30,199,212,612,100,9,6,2022,"Texas"
"HIDALGO CO SO",0,6,12,22,47,166,36,0,6,2022,"Texas"
"LAREDO PD",1,1,8,37,42,219,24,3,6,2022,"Texas"
"IRVING PD",1,12,12,40,68,420,80,0,6,2022,"Texas"
"GARLAND PD",1,4,22,28,79,386,92,0,6,2022,"Texas"
"FRISCO PD",0,5,1,10,17,221,11,0,6,2022,"Texas"
"MCKINNEY PD",0,7,3,11,18,180,25,1,6,2022,"Texas"
"AMARILLO PD",0,16,18,119,103,455,85,4,6,2022,"Texas"
"WILLIAMSON CO SO",3,7,0,4,38,103,11,1,6,2022,"Texas"
"GRAND PRAIRIE PD",2,8,9,30,17,303,37,1,6,2022,"Texas"
"BROWNSVILLE PD",0,9,13,55,28,245,20,1,6,2022,"Texas"
"DENTON CO SO",0,1,0,7,10,26,7,0,6,2022,"Texas"
"KILLEEN PD",2,6,9,63,41,153,40,1,6,2022,"Texas"
"DENTON PD",1,9,5,24,73,242,39,2,6,2022,"Texas"
"MESQUITE PD",0,4,12,48,41,302,84,0,6,2022,"Texas"
"PASADENA PD",2,11,7,60,47,249,70,1,6,2022,"Texas"
"MCALLEN PD",0,4,4,7,9,186,3,0,6,2022,"Texas"
"WACO PD",0,8,6,69,70,277,26,0,6,2022,"Texas"
"CARROLLTON PD",1,6,2,12,22,155,28,0,6,2022,"Texas"
"BRAZORIA CO SO",0,3,6,11,20,114,6,0,6,2022,"Texas"
"MIDLAND PD",1,3,3,31,29,180,21,1,6,2022,"Texas"
"ROUND ROCK PD",0,6,5,16,16,248,27,0,6,2022,"Texas"
"PEARLAND PD",0,2,3,3,13,142,18,0,6,2022,"Texas"
"ABILENE PD",2,7,4,37,29,161,13,0,6,2022,"Texas"
"HAYS CO SO",0,3,0,15,6,77,9,0,6,2022,"Texas"
"EL PASO CO SO",1,8,1,27,17,51,18,0,6,2022,"Texas"
"LEAGUE CITY PD",0,0,1,10,27,83,5,1,6,2022,"Texas"
"RICHARDSON PD",0,3,4,7,31,177,28,0,6,2022,"Texas"
"LEWISVILLE PD",0,2,2,17,24,168,38,1,6,2022,"Texas"
"BEAUMONT PD",2,8,22,68,58,324,39,2,6,2022,"Texas"
"SMITH CO SO",0,2,1,26,14,33,13,0,6,2022,"Texas"
"ODESSA PD",1,6,3,38,30,163,33,3,6,2022,"Texas"
"PARKER CO SO",0,6,0,2,16,55,13,0,6,2022,"Texas"
"TYLER PD",1,5,8,30,20,191,16,0,6,2022,"Texas"
"ALLEN PD",0,4,0,9,18,110,9,0,6,2022,"Texas"
"SUGAR LAND PD",0,0,2,0,17,128,10,0,6,2022,"Texas"
"NEW BRAUNFELS PD",0,5,7,18,18,118,13,0,6,2022,"Texas"
"EDINBURG PD",0,7,7,15,22,147,8,1,6,2022,"Texas"
"KAUFMAN CO SO",0,1,0,10,12,29,9,0,6,2022,"Texas"
"WICHITA FALLS PD",5,16,7,42,37,194,24,0,6,2022,"Texas"
"SAN ANGELO PD",1,5,2,28,31,179,25,1,6,2022,"Texas"
"CONROE PD",0,10,1,23,10,138,20,0,6,2022,"Texas"
"CAMERON CO SO",0,1,0,25,10,38,8,0,6,2022,"Texas"
"COMAL CO SO",1,1,1,8,13,35,1,0,6,2022,"Texas"
"TEMPLE PD",1,8,3,16,15,113,12,1,6,2022,"Texas"
"BRYAN PD",0,0,0,0,0,0,0,0,6,2022,"Texas"
"MISSION PD",0,5,3,13,9,94,7,1,6,2022,"Texas"
"COLLIN CO SO",0,0,0,3,6,25,3,0,6,2022,"Texas"
"GEORGETOWN PD",0,5,1,9,12,78,4,0,6,2022,"Texas"
"JOHNSON CO SO",0,3,0,6,14,22,14,0,6,2022,"Texas"
"BASTROP CO SO",2,5,0,23,19,45,17,0,6,2022,"Texas"
"LONGVIEW PD",0,7,8,13,54,141,22,2,6,2022,"Texas"
"BAYTOWN PD",0,5,8,19,22,187,52,0,6,2022,"Texas"
"PHARR PD",0,4,5,11,14,80,11,0,6,2022,"Texas"
"CEDAR PARK PD",0,2,1,3,6,85,5,0,6,2022,"Texas"
"FLOWER MOUND PD",0,2,1,1,1,51,0,0,6,2022,"Texas"
"LIBERTY CO SO",1,4,0,8,17,29,26,0,6,2022,"Texas"
"MANSFIELD PD",0,3,0,1,8,69,8,0,6,2022,"Texas"
"MISSOURI CITY PD",0,2,4,5,7,83,4,0,6,2022,"Texas"
"LEANDER PD",0,1,1,5,7,45,5,0,6,2022,"Texas"
"HARLINGEN PD",0,2,6,21,22,138,12,1,6,2022,"Texas"
"TARRANT CO SO",0,2,0,7,14,36,19,1,6,2022,"Texas"
"NORTH RICHLAND HILLS PD",0,6,0,10,10,79,12,0,6,2022,"Texas"
"SAN MARCOS PD",0,4,2,23,10,142,20,2,6,2022,"Texas"
"ELLIS CO SO",0,2,0,2,13,20,5,0,6,2022,"Texas"
"PFLUGERVILLE PD",0,2,2,18,3,74,8,0,6,2022,"Texas"
"ROWLETT PD",1,3,1,3,14,70,8,0,6,2022,"Texas"
"VICTORIA PD",0,8,3,14,22,96,8,0,6,2022,"Texas"
"BELL CO SO",0,1,0,4,12,25,7,0,6,2022,"Texas"
"WYLIE PD",0,1,0,2,3,24,9,0,6,2022,"Texas"
"EULESS PD",0,4,2,12,11,95,16,0,6,2022,"Texas"
"KYLE PD",2,0,1,10,0,55,4,0,6,2022,"Texas"
"WISE CO SO",1,5,0,6,7,25,4,0,6,2022,"Texas"
"TEXAS CITY PD",0,2,4,4,14,113,15,1,6,2022,"Texas"
"HUNT CO SO",0,1,0,35,6,23,8,0,6,2022,"Texas"
"DESOTO PD",1,3,4,14,12,59,16,0,6,2022,"Texas"
"PORT ARTHUR PD",1,0,4,28,22,56,8,0,6,2022,"Texas"
"BURLESON PD",1,5,1,10,5,36,3,0,6,2022,"Texas"
"LITTLE ELM PD",0,2,0,2,2,21,6,0,6,2022,"Texas"
"HOOD CO SO",0,0,1,3,9,18,2,0,6,2022,"Texas"
"MCLENNAN CO SO",0,2,1,7,8,24,6,1,6,2022,"Texas"
"GALVESTON PD",0,7,3,23,17,104,26,0,6,2022,"Texas"
"HENDERSON CO SO",0,2,0,23,21,17,7,0,6,2022,"Texas"
"ROCKWALL PD",0,0,1,3,7,61,10,0,6,2022,"Texas"
"ECTOR CO SO",0,0,0,6,1,7,9,0,6,2022,"Texas"
"GRAPEVINE PD",0,2,1,1,8,102,18,0,6,2022,"Texas"
"BEDFORD PD",0,2,1,3,6,69,8,0,6,2022,"Texas"
"CEDAR HILL PD",0,0,1,4,7,56,10,0,6,2022,"Texas"
"VAN ZANDT CO SO",0,0,0,4,13,21,2,0,6,2022,"Texas"
"HUNTSVILLE PD",0,1,1,16,6,56,13,0,6,2022,"Texas"
"SHERMAN PD",1,3,1,9,20,55,15,0,6,2022,"Texas"
"HALTOM CITY PD",0,2,1,0,1,7,2,0,6,2022,"Texas"
"WAXAHACHIE PD",0,1,0,13,1,51,5,0,6,2022,"Texas"
"THE COLONY PD",0,1,0,9,6,119,6,1,6,2022,"Texas"
"KELLER PD",0,1,0,1,3,18,0,0,6,2022,"Texas"
"GRAYSON CO SO",0,2,0,0,7,34,1,0,6,2022,"Texas"
"SCHERTZ PD",0,0,3,4,4,32,7,0,6,2022,"Texas"
"POLK CO SO",0,3,0,3,13,23,15,2,6,2022,"Texas"
"COPPELL PD",0,0,0,2,4,49,3,0,6,2022,"Texas"
"WILSON CO SO",0,1,0,3,3,21,5,0,6,2022,"Texas"
"WESLACO PD",0,1,1,4,13,94,2,0,6,2022,"Texas"
"GALVESTON CO SO",0,0,1,2,7,35,6,0,6,2022,"Texas"
"ORANGE CO SO",0,2,0,1,7,19,2,1,6,2022,"Texas"
"ANGELINA CO SO",0,4,1,9,20,30,0,2,6,2022,"Texas"
"FRIENDSWOOD PD",0,2,1,0,5,19,1,0,6,2022,"Texas"
"LANCASTER PD",0,1,4,19,13,69,21,1,6,2022,"Texas"
"ROSENBERG PD",0,1,0,4,6,61,4,0,6,2022,"Texas"
"HARRISON CO SO",1,2,0,7,7,21,3,0,6,2022,"Texas"
"HURST PD",0,3,1,4,4,68,7,0,6,2022,"Texas"
"DUNCANVILLE PD",1,1,5,4,11,48,38,0,6,2022,"Texas"
"MIDLOTHIAN PD",0,0,0,4,2,17,5,0,6,2022,"Texas"
"JEFFERSON CO SO",0,0,1,3,1,24,6,0,6,2022,"Texas"
"STARR CO SO",0,0,0,0,0,1,0,0,6,2022,"Texas"
"SOCORRO PD",0,2,1,4,7,17,9,1,6,2022,"Texas"
"COPPERAS COVE PD",1,3,0,6,4,36,6,1,6,2022,"Texas"
"BOWIE CO SO",1,3,0,3,5,12,2,0,6,2022,"Texas"
"PROSPER PD",0,0,0,0,0,27,3,0,6,2022,"Texas"
"CHAMBERS CO SO",0,4,0,6,13,50,10,0,6,2022,"Texas"
"WEATHERFORD PD",0,1,0,2,10,32,3,1,6,2022,"Texas"
"LA PORTE PD",1,1,0,6,5,28,6,0,6,2022,"Texas"
"FARMERS BRANCH PD",1,2,5,7,15,109,25,0,6,2022,"Texas"
"TEXARKANA PD",1,3,4,10,9,88,8,0,6,2022,"Texas"
"WALLER CO SO",0,1,0,4,10,11,1,0,6,2022,"Texas"
"SAN JUAN PD",0,1,1,6,3,66,5,0,6,2022,"Texas"
"LUBBOCK CO SO",0,3,1,2,15,29,9,0,6,2022,"Texas"
"WOOD CO SO",0,2,0,4,4,13,3,0,6,2022,"Texas"
"DEL RIO PD",0,0,1,4,5,19,3,2,6,2022,"Texas"
"CIBOLO PD",0,3,1,2,7,39,1,0,6,2022,"Texas"
"LUFKIN PD",0,2,3,8,18,87,7,0,6,2022,"Texas"
"MEDINA CO SO",0,0,0,5,4,11,9,0,6,2022,"Texas"
"HARKER HEIGHTS PD",0,1,0,4,4,43,1,0,6,2022,"Texas"
"HUTTO PD",0,0,0,0,3,17,0,1,6,2022,"Texas"
"WALKER CO SO",0,4,0,3,4,18,2,1,6,2022,"Texas"
"MIDLAND CO SO",0,3,0,13,0,27,18,0,6,2022,"Texas"
"DEER PARK PD",0,0,0,2,5,32,5,0,6,2022,"Texas"
"HARDIN CO SO",0,2,0,1,10,14,2,0,6,2022,"Texas"
"CLEBURNE PD",0,1,1,1,5,31,2,0,6,2022,"Texas"
"SEGUIN PD",0,3,1,12,6,42,5,0,6,2022,"Texas"
"NACOGDOCHES CO SO",0,0,1,4,2,14,2,1,6,2022,"Texas"
"NACOGDOCHES PD",0,3,1,3,5,34,3,0,6,2022,"Texas"
"CHEROKEE CO SO",0,0,2,7,7,21,11,0,6,2022,"Texas"
"UPSHUR CO SO",0,0,0,0,0,0,0,0,6,2022,"Texas"
"CORYELL CO SO",0,0,0,1,3,2,0,0,6,2022,"Texas"
"BRAZOS CO SO",0,2,0,10,29,16,4,0,6,2022,"Texas"
"SACHSE PD",0,1,0,0,4,12,2,0,6,2022,"Texas"
"FORNEY PD",0,0,0,6,6,35,5,0,6,2022,"Texas"
"RUSK CO SO",0,0,1,2,11,15,4,0,6,2022,"Texas"
"SOUTHLAKE PD",0,1,0,0,0,29,1,0,6,2022,"Texas"
"GREENVILLE PD",0,3,0,4,8,49,2,1,6,2022,"Texas"
"MAVERICK CO SO",0,3,0,8,15,21,6,0,6,2022,"Texas"
"CONVERSE PD",0,0,0,3,2,2,0,0,6,2022,"Texas"
"ATASCOSA CO SO",1,0,0,10,9,33,3,4,6,2022,"Texas"
"RANDALL CO SO",0,0,0,2,2,9,10,1,6,2022,"Texas"
"BURNET CO SO",0,4,1,4,6,16,1,0,6,2022,"Texas"
"EAGLE PASS PD",0,0,0,0,15,43,5,0,6,2022,"Texas"
"ALVIN PD",0,2,2,8,6,30,4,0,6,2022,"Texas"
"LAKE JACKSON PD",1,2,0,4,2,34,4,0,6,2022,"Texas"
"KERR CO SO",0,4,0,2,4,8,1,0,6,2022,"Texas"
"BALCH SPRINGS PD",0,2,2,6,9,36,21,0,6,2022,"Texas"
"KENDALL CO SO",0,0,1,1,0,4,0,1,6,2022,"Texas"
"VICTORIA CO SO",0,1,0,7,4,19,3,0,6,2022,"Texas"
"COLLEYVILLE PD",0,1,0,1,0,9,0,0,6,2022,"Texas"
"DENISON PD",0,0,0,14,9,24,3,1,6,2022,"Texas"
"CALDWELL CO SO",0,1,0,2,0,4,1,0,6,2022,"Texas"
"CORSICANA PD",0,1,0,11,7,30,7,0,6,2022,"Texas"
"KATY PD",0,1,0,1,11,68,6,1,6,2022,"Texas"
"BIG SPRING PD",0,1,0,17,3,24,2,0,6,2022,"Texas"
"UNIVERSITY PARK PD",0,1,1,0,15,10,3,0,6,2022,"Texas"
"KINGSVILLE PD",0,1,2,1,12,47,7,0,6,2022,"Texas"
"BENBROOK PD",0,2,0,5,2,20,3,0,6,2022,"Texas"
"SAN BENITO PD",0,0,1,10,8,22,5,0,6,2022,"Texas"
"KERRVILLE PD",0,1,1,4,1,14,1,0,6,2022,"Texas"
"GREGG CO SO",0,2,1,3,7,9,4,0,6,2022,"Texas"
"PARIS PD",0,2,0,9,9,53,10,0,6,2022,"Texas"
"NAVARRO CO SO",0,0,1,4,7,10,0,0,6,2022,"Texas"
"COOKE CO SO",0,0,0,4,3,10,0,0,6,2022,"Texas"
"CELINA PD",0,0,0,1,0,15,0,0,6,2022,"Texas"
"BELTON PD",0,0,0,6,4,20,2,0,6,2022,"Texas"
"SAGINAW PD",0,0,0,1,2,15,0,0,6,2022,"Texas"
"FATE PD",0,0,0,0,2,5,0,0,6,2022,"Texas"
"HORIZON CITY PD",0,0,0,2,1,13,3,0,6,2022,"Texas"
"HILL CO SO",1,3,0,4,8,17,2,0,6,2022,"Texas"
"JASPER CO SO",0,1,1,1,5,11,4,1,6,2022,"Texas"
"ANNA PD",0,0,0,2,3,20,3,0,6,2022,"Texas"
"MANOR PD",0,1,2,5,4,19,0,0,6,2022,"Texas"
"WATAUGA PD",0,0,0,0,5,10,4,0,6,2022,"Texas"
"PRINCETON PD",0,3,1,0,2,16,2,0,6,2022,"Texas"
"GRIMES CO SO",0,1,0,0,5,6,2,0,6,2022,"Texas"
"CORINTH PD",0,0,0,0,2,16,1,0,6,2022,"Texas"
"MARSHALL PD",0,0,3,6,11,21,1,0,6,2022,"Texas"
