"","Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year"
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1147","SCHAUMBURG","NR","NR","NR","NR","NR","NR","NR","NR","7",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1148","SCHAUMBURG","NR","NR","NR","NR","NR","NR","NR","NR","8",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1149","SCHAUMBURG","NR","NR","NR","NR","NR","NR","NR","NR","9",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1150","SCHAUMBURG","NR","NR","NR","NR","NR","NR","NR","NR","10",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1151","SCHAUMBURG","NR","NR","NR","NR","NR","NR","NR","NR","11",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1152","SCHAUMBURG","NR","NR","NR","NR","NR","NR","NR","NR","12",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1153","SKOKIE","0","0","3","4","26","101","11","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1154","SKOKIE","0","2","5","5","14","86","7","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1155","SKOKIE","0","5","3","3","11","117","9","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1156","SKOKIE","0","0","3","5","9","119","3","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1157","SKOKIE","1","2","2","4","28","103","12","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1158","SKOKIE","0","1","3","11","12","88","5","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1159","SKOKIE","0","2","1","6","8","112","4","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1160","SKOKIE","0","2","2","5","13","95","11","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1161","SKOKIE","0","4","3","7","17","101","13","0","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1162","SKOKIE","0","1","1","4","34","111","7","1","10",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1163","SKOKIE","0","1","5","7","32","105","11","0","11",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1164","SKOKIE","0","3","1","7","18","103","17","0","12",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1165","SKOKIE","0","5","6","1","15","106","25","1","1",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1166","SKOKIE","0","0","2","3","11","83","25","0","2",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1167","SKOKIE","0","4","4","3","8","90","20","0","3",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1168","SKOKIE","0","2","3","3","15","87","10","0","4",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1169","SKOKIE","0","2","4","6","6","108","8","0","5",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1170","SKOKIE","0","2","7","2","10","102","12","3","6",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1171","SKOKIE","0","0","0","5","14","90","12","1","7",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1172","SKOKIE","0","1","4","5","12","108","17","0","8",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1173","SKOKIE","0","2","4","1","11","119","18","1","9",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1174","SKOKIE","0","4","4","5","44","107","26","0","10",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1175","SKOKIE","0","4","2","8","72","84","47","2","11",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1176","SKOKIE","0","1","6","5","48","98","43","0","12",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1177","SKOKIE","0","1","5","7","35","87","15","0","1",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1178","SKOKIE","0","1","5","7","46","87","25","0","2",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1179","SKOKIE","0","0","1","2","19","65","18","1","3",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1180","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","4",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1181","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","5",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1182","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","6",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1183","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","7",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1184","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","8",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1185","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","9",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1186","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","10",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1187","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","11",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1188","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","12",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1189","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","1",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1190","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","2",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1191","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","3",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1192","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","4",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1193","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","5",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1194","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","6",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1195","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","7",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1196","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","8",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1197","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","9",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1198","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","10",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1199","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","11",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1200","SKOKIE","NR","NR","NR","NR","NR","NR","NR","NR","12",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1201","SPRINGFIELD","0","4","8","36","57","238","31","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1202","SPRINGFIELD","1","5","20","23","58","222","39","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1203","SPRINGFIELD","1","8","10","41","54","287","44","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1204","SPRINGFIELD","0","8","14","33","75","275","44","2","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1205","SPRINGFIELD","1","11","16","60","81","292","42","2","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1206","SPRINGFIELD","2","7","16","41","85","340","47","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1207","SPRINGFIELD","0","12","9","47","90","326","81","4","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1208","SPRINGFIELD","2","10","17","70","88","324","53","3","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1209","SPRINGFIELD","0","3","11","53","132","274","33","1","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1210","SPRINGFIELD","0","10","5","39","117","307","43","4","10",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1211","SPRINGFIELD","0","7","9","45","62","232","39","2","11",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1212","SPRINGFIELD","0","8","12","32","47","297","38","4","12",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1213","SPRINGFIELD","0","5","12","36","65","265","38","2","1",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1214","SPRINGFIELD","0","10","4","32","52","242","21","2","2",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1215","SPRINGFIELD","1","7","7","28","62","246","27","4","3",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1216","SPRINGFIELD","0","5","8","39","67","265","41","1","4",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1217","SPRINGFIELD","0","14","13","58","79","328","39","2","5",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1218","SPRINGFIELD","0","2","8","60","74","336","43","2","6",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1219","SPRINGFIELD","2","9","17","47","79","346","43","6","7",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1220","SPRINGFIELD","0","14","10","48","89","418","65","6","8",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1221","SPRINGFIELD","1","9","16","51","177","328","53","3","9",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1222","SPRINGFIELD","0","18","15","37","146","298","61","3","10",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1223","SPRINGFIELD","0","13","12","48","186","288","56","4","11",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1224","SPRINGFIELD","1","12","16","38","163","286","65","4","12",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1225","SPRINGFIELD","0","7","5","42","146","234","38","1","1",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1226","SPRINGFIELD","0","11","11","42","140","243","22","5","2",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1227","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","3",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1228","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","4",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1229","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","5",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1230","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","6",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1231","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","7",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1232","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","8",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1233","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","9",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1234","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","10",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1235","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","11",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1236","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","12",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1237","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","1",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1238","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","2",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1239","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","3",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1240","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","4",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1241","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","5",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1242","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","6",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1243","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","7",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1244","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","8",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1245","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","9",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1246","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","10",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1247","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","11",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1248","SPRINGFIELD","NR","NR","NR","NR","NR","NR","NR","NR","12",NA
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1249","TINLEY PARK","0","0","2","2","3","47","12","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1250","TINLEY PARK","0","0","1","0","3","50","4","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1251","TINLEY PARK","0","0","3","1","3","45","3","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1252","TINLEY PARK","0","0","2","2","3","34","6","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1253","TINLEY PARK","1","0","0","2","2","38","4","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1254","TINLEY PARK","0","0","2","1","3","49","4","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Illinois\Formatted Data.1255","TINLEY PARK","0","1","0","2","5","54","4","0","7",2022
